Year,1,2,3,4,5,6,7,8,9,10,11,12
531,30,29,29,30,29,30,29,30,30,30,29,30
532,29,29,30,29,30,29,30,29,30,30,29,30
533,30,29,29,30,29,30,29,29,30,30,29,30
534,30,29,30,29,30,29,30,29,30,29,30,29
535,30,29,30,30,29,30,29,30,29,30,29,29
536,30,29,30,29,30,30,30,29,30,29,30,29
537,29,29,30,30,29,30,30,30,29,30,29,30
538,29,29,29,30,30,29,30,30,29,30,30,29
539,29,30,29,29,30,30,29,30,29,30,30,29
540,30,29,30,29,30,29,30,29,30,29,30,29
541,30,29,30,30,29,30,29,30,29,29,30,29
542,30,29,30,30,30,30,29,29,30,29,29,30
543,29,30,29,30,30,30,29,30,29,30,29,29
544,30,29,29,30,30,30,30,29,30,29,30,29
545,29,30,29,30,29,30,30,29,30,30,29,30
546,29,29,30,29,30,29,30,29,30,30,30,29
547,30,29,29,30,29,30,29,30,29,30,30,29
548,30,29,30,30,29,30,29,29,30,29,30,29
549,30,30,29,30,30,29,30,29,29,29,30,30
550,29,30,29,30,30,29,30,29,30,29,30,29
551,29,30,29,30,30,30,29,30,29,30,29,30
552,29,29,30,29,30,30,29,30,29,30,30,29
553,30,29,29,30,29,30,29,30,29,30,30,30
554,29,30,29,30,29,29,30,29,29,30,30,30
555,30,29,30,29,30,29,29,29,30,29,30,30
556,30,29,30,30,29,30,29,29,29,30,29,30
557,30,29,30,30,29,30,29,30,29,29,30,29
558,30,30,29,30,29,30,30,29,30,29,29,30
559,30,29,29,30,29,30,30,29,30,29,30,30
560,29,30,29,29,30,29,30,29,30,30,29,30
561,30,29,30,29,29,30,29,29,30,30,29,30
562,30,30,29,30,29,29,30,29,29,30,30,29
563,30,30,30,29,30,29,29,30,29,29,30,30
564,29,30,30,29,30,30,29,29,30,29,30,29
565,30,29,30,29,30,30,29,30,29,30,29,30
566,29,30,29,29,30,30,30,29,30,29,30,30
567,29,29,29,30,29,30,30,29,30,29,30,30
568,29,30,29,29,30,29,30,29,30,30,29,30
569,30,29,30,29,30,29,29,30,29,30,29,30
570,30,30,29,30,29,30,29,29,30,29,30,29
571,30,30,29,30,29,30,30,29,29,30,29,30
572,29,30,29,30,29,30,30,30,29,29,30,29
573,30,29,29,30,29,30,30,30,30,29,30,29
574,29,30,29,29,30,29,30,30,30,29,30,29
575,30,29,29,30,29,30,29,30,30,29,30,30
576,29,30,29,29,30,29,30,29,30,29,30,30
577,29,30,29,30,29,30,29,30,29,30,29,30
578,29,30,29,30,30,29,30,30,29,29,30,29
579,30,29,29,30,30,30,30,29,30,29,29,30
580,29,29,30,29,30,30,30,29,30,30,29,29
581,30,29,29,30,29,30,30,30,29,30,30,29
582,29,30,29,29,30,29,30,30,29,30,30,29
583,30,29,30,29,29,30,29,30,29,30,30,29
584,30,30,29,30,29,30,29,30,29,29,30,29
585,30,30,29,30,30,29,30,29,30,29,29,30
586,29,30,29,30,30,30,29,30,29,29,30,29
587,30,29,30,29,30,30,29,30,30,29,29,30
588,29,30,29,29,30,30,29,30,30,29,30,29
589,30,29,30,29,29,30,30,29,30,30,29,30
590,29,30,29,30,29,30,29,29,30,29,30,30
591,30,29,30,29,30,29,30,29,29,30,29,30
592,30,29,30,30,29,30,29,30,29,29,29,30
593,30,29,30,30,30,29,30,29,30,29,29,29
594,30,30,29,30,30,29,30,30,29,29,30,29
595,30,29,30,29,30,29,30,30,29,30,29,30
596,29,30,29,30,29,30,29,30,29,30,29,30
597,30,29,30,29,30,29,29,30,29,30,29,30
598,30,30,29,30,29,30,29,29,30,29,29,30
599,30,30,30,29,30,29,30,29,29,29,30,29
600,30,30,30,30,29,30,29,30,29,29,29,30
601,30,29,30,30,29,30,30,29,30,29,29,30
602,29,30,29,30,29,30,30,29,30,29,30,29
603,30,30,29,29,30,29,30,29,30,30,29,30
604,30,29,30,29,29,30,29,30,29,30,29,30
605,30,30,29,30,29,29,30,29,29,30,29,30
606,30,30,29,30,29,30,29,30,29,29,30,29
607,30,30,29,30,30,29,30,29,30,29,29,30
608,29,30,29,30,30,29,30,30,29,30,29,29
609,30,29,30,29,30,29,30,30,30,29,30,29
610,30,29,29,30,29,29,30,30,30,30,29,30
611,29,30,29,29,30,29,29,30,30,30,29,30
612,30,29,30,29,29,29,30,29,30,30,29,30
613,30,29,30,29,30,29,29,30,29,30,29,30
614,30,29,30,30,29,30,29,30,29,30,29,29
615,30,29,30,30,29,30,29,30,30,29,30,29
616,29,30,29,30,29,30,29,30,30,30,29,30
617,29,29,30,29,29,30,29,30,30,30,30,29
618,30,29,29,30,29,29,30,29,30,30,30,30
619,29,30,29,29,29,30,29,30,30,29,30,30
620,29,30,30,29,29,30,29,30,29,30,29,30
621,29,30,30,29,30,29,30,29,30,29,30,29
622,29,30,30,29,30,29,30,30,30,29,29,29
623,30,29,30,29,30,30,29,30,30,29,30,29
624,30,29,29,30,29,30,29,30,30,30,29,30
625,29,30,29,29,30,29,30,29,30,30,29,30
626,30,29,30,29,29,30,29,30,29,30,29,30
627,30,29,30,30,29,29,30,29,30,29,30,29
628,30,29,30,30,30,29,29,30,29,30,29,29
629,30,29,30,30,30,29,30,30,29,29,30,29
630,29,30,29,30,30,30,29,30,30,29,29,29
631,30,29,30,29,30,30,29,30,30,29,30,29
632,29,30,29,30,29,30,29,30,30,29,30,29
633,30,29,30,29,30,29,30,29,30,29,30,29
634,30,30,29,30,30,29,29,30,29,29,30,29
635,30,30,30,29,30,30,29,29,30,29,29,30
636,29,30,30,30,29,30,30,29,29,30,29,29
637,29,30,30,30,29,30,30,29,30,29,30,29
638,29,30,29,30,30,29,30,30,29,30,29,29
639,30,29,30,29,30,29,30,30,29,30,29,30
640,29,30,30,29,30,29,29,30,29,30,30,29
641,30,29,30,30,29,30,29,29,30,29,30,29
642,30,30,30,29,30,29,30,29,29,30,29,29
643,30,30,30,29,30,30,29,30,29,29,30,29
644,29,30,30,29,30,30,29,30,30,29,29,30
645,29,29,30,30,29,30,29,30,30,30,29,29
646,30,29,30,29,29,30,29,30,30,30,29,30
647,29,30,29,30,29,29,30,29,30,30,29,30
648,30,29,30,29,30,29,29,30,29,30,29,30
649,30,30,29,30,29,30,29,29,30,29,30,29
650,30,30,29,30,30,29,29,30,29,30,29,30
651,29,30,29,30,30,29,30,29,30,29,30,29
652,30,29,30,29,30,29,30,29,30,30,29,30
653,29,30,29,29,30,29,30,29,30,30,30,29
654,30,29,30,29,29,30,29,29,30,30,30,30
655,29,30,29,30,29,29,29,30,29,30,30,30
656,29,30,30,29,30,29,29,29,30,30,29,30
657,29,30,30,30,29,29,30,29,30,29,30,29
658,30,29,30,30,29,30,29,30,29,30,29,30
659,29,30,29,30,29,30,29,30,30,30,29,30
660,29,29,30,29,29,30,29,30,30,30,30,29
661,30,29,29,30,29,29,30,29,30,30,30,29
662,30,29,30,29,30,29,29,30,29,30,30,29
663,30,30,29,30,29,30,29,29,30,29,30,29
664,30,30,29,30,30,29,30,29,29,30,29,30
665,29,30,29,30,30,30,29,30,29,30,29,29
666,30,29,29,30,30,30,29,30,30,29,30,29
667,29,30,29,29,30,30,29,30,30,30,29,30
668,29,29,30,29,29,30,30,29,30,30,29,30
669,29,30,29,30,29,30,29,29,30,30,29,30
670,30,29,30,29,30,29,30,29,29,30,29,30
671,29,30,30,29,30,30,29,30,29,29,30,29
672,30,29,30,29,30,30,30,29,30,29,29,30
673,29,29,30,29,30,30,30,30,29,30,29,29
674,30,29,29,30,29,30,30,30,29,30,30,29
675,29,29,30,29,30,30,29,30,29,30,30,29
676,30,29,29,30,30,29,30,29,30,29,30,29
677,30,29,30,30,29,30,29,30,29,29,30,29
678,30,30,29,30,30,29,30,29,30,29,29,30
679,29,30,29,30,30,30,29,30,29,30,29,29
680,30,29,29,30,30,30,30,29,30,29,30,29
681,29,29,30,30,29,30,30,29,30,30,29,30
682,29,29,30,29,30,29,30,29,30,30,30,29
683,30,29,29,30,29,30,29,30,29,30,30,29
684,30,29,30,30,29,29,30,29,29,30,30,29
685,30,30,29,30,30,29,29,30,29,29,30,29
686,30,30,29,30,30,29,30,29,30,29,29,30
687,29,30,29,30,30,30,29,30,29,29,30,29
688,30,29,30,29,30,30,29,30,29,30,30,29
689,30,29,29,30,29,30,29,30,29,30,30,30
690,29,30,29,29,30,29,29,30,29,30,30,30
691,30,29,30,29,29,30,29,29,30,29,30,30
692,30,29,30,30,29,29,30,29,29,30,29,30
693,30,29,30,30,29,30,29,30,29,29,30,29
694,30,29,30,30,29,30,30,29,29,30,29,30
695,29,30,29,30,30,29,30,29,30,29,30,30
696,29,29,30,29,30,29,30,29,30,30,29,30
697,30,29,30,29,29,30,29,29,30,30,30,29
698,30,30,29,30,29,29,30,29,29,30,30,29
699,30,30,30,29,30,29,29,30,29,29,30,30
700,29,30,30,29,30,30,29,29,30,29,29,30
701,30,29,30,29,30,30,29,30,29,30,29,30
702,29,29,30,29,30,30,30,29,30,29,30,29
703,30,29,29,30,29,30,30,29,30,30,29,30
704,29,30,29,29,30,29,30,29,30,30,29,30
705,30,29,30,29,29,30,29,30,29,30,29,30
706,30,30,29,29,30,29,30,29,30,29,30,29
707,30,30,29,30,29,30,29,30,29,30,29,30
708,29,30,29,30,29,30,30,30,29,29,30,29
709,29,30,29,30,29,30,30,30,29,30,29,30
710,29,29,30,29,29,30,30,30,30,29,30,29
711,30,29,29,29,30,29,30,30,30,29,30,30
712,29,30,29,29,30,29,30,29,30,29,30,30
713,29,30,29,30,29,30,29,30,29,30,29,30
714,29,30,29,30,30,29,30,29,30,29,30,29
715,30,29,29,30,30,30,30,29,29,30,29,30
716,29,29,30,29,30,30,30,30,29,29,30,29
717,30,29,29,29,30,30,30,30,29,30,29,30
718,29,30,29,29,30,29,30,30,29,30,30,29
719,30,29,30,29,29,30,29,30,29,30,30,29
720,30,30,29,30,29,30,29,29,30,29,30,29
721,30,30,29,30,30,29,30,29,29,30,29,30
722,29,30,30,29,30,30,29,30,29,29,30,29
723,30,29,30,29,30,30,29,30,30,29,29,30
724,29,30,29,29,30,30,29,30,30,29,30,29
725,30,29,30,29,29,30,30,29,30,29,30,30
726,29,30,29,30,29,29,30,29,30,29,30,30
727,30,29,30,29,30,29,29,30,29,30,29,30
728,29,30,30,30,29,30,29,29,30,29,29,30
729,29,30,30,30,30,29,30,29,29,30,29,29
730,30,29,30,30,30,29,30,30,29,29,29,30
731,29,30,29,30,30,29,30,30,29,30,29,30
732,29,30,29,29,30,30,29,30,29,30,29,30
733,30,29,30,29,30,29,29,30,29,30,29,30
734,30,30,29,30,29,30,29,29,30,29,29,30
735,30,30,30,29,30,29,30,29,29,29,30,29
736,30,30,30,30,29,30,29,30,29,29,29,30
737,30,29,30,30,29,30,30,29,30,29,29,30
738,29,30,29,30,29,30,30,29,30,29,30,29
739,30,29,30,29,29,30,30,29,30,30,29,30
740,30,29,29,30,29,29,30,30,29,30,29,30
741,30,30,29,29,30,29,29,30,29,30,29,30
742,30,30,29,30,29,30,29,29,30,29,30,29
743,30,30,29,30,30,29,30,29,30,29,29,30
744,29,30,29,30,30,29,30,30,29,30,29,29
745,30,29,30,29,30,29,30,30,30,29,30,29
746,29,30,29,29,30,29,30,30,30,30,29,30
747,29,29,30,29,29,30,29,30,30,30,29,30
748,30,29,29,30,29,29,30,29,30,30,29,30
749,30,29,30,29,30,29,29,30,29,30,29,30
750,30,29,30,29,30,29,30,29,30,29,30,29
751,30,29,30,30,29,30,29,30,30,29,29,30
752,29,30,29,30,29,30,29,30,30,30,29,30
753,29,29,30,29,29,30,30,29,30,30,30,29
754,30,29,29,29,30,29,30,30,29,30,30,30
755,29,30,29,29,29,30,29,30,30,29,30,30
756,29,30,30,29,29,29,30,30,29,30,29,30
757,29,30,30,29,30,29,30,29,30,29,29,30
758,29,30,30,29,30,30,29,30,29,30,29,29
759,30,29,30,29,30,30,29,30,30,29,30,29
760,29,30,29,30,29,30,30,29,30,30,29,30
761,29,29,30,29,30,29,30,29,30,30,29,30
762,29,30,30,29,29,30,29,30,29,30,29,30
763,30,29,30,30,29,29,30,29,30,29,30,29
764,30,29,30,30,30,29,29,30,29,30,29,29
765,30,29,30,30,30,29,30,29,30,29,29,30
766,29,29,30,30,30,30,29,30,29,30,29,29
767,30,29,30,29,30,30,29,30,30,29,30,29
768,29,30,29,30,29,30,29,30,30,29,30,29
769,30,29,30,29,30,29,30,29,30,29,30,29
770,30,30,29,30,29,30,29,30,29,29,30,29
771,30,30,30,29,30,29,30,29,30,29,29,30
772,29,30,30,30,29,30,29,30,29,30,29,29
773,29,30,30,30,29,30,30,29,30,29,29,30
774,29,30,29,30,30,29,30,30,29,30,29,29
775,30,29,30,29,30,29,30,30,29,30,30,29
776,29,30,30,29,29,30,29,30,29,30,30,29
777,30,30,29,30,29,29,30,29,30,29,30,29
778,30,30,30,29,30,29,29,30,29,30,29,29
779,30,30,30,29,30,30,29,29,30,29,30,29
780,29,30,30,29,30,30,29,30,29,30,29,30
781,29,29,30,29,30,30,29,30,30,29,30,29
782,30,29,29,30,29,30,29,30,30,30,29,30
783,29,30,29,30,29,29,29,30,30,30,29,30
784,30,29,30,29,29,30,29,29,30,30,29,30
785,30,30,29,30,29,29,30,29,29,30,30,29
786,30,30,29,30,30,29,29,30,29,29,30,30
787,29,30,29,30,30,29,30,29,30,29,30,29
788,30,29,29,30,30,29,30,29,30,30,29,30
789,29,30,29,29,30,29,30,29,30,30,30,29
790,30,29,30,29,29,29,30,29,30,30,30,30
791,29,30,29,30,29,29,29,30,29,30,30,30
792,29,30,30,29,30,29,29,29,30,30,29,30
793,29,30,30,30,29,29,30,29,30,29,30,29
794,30,29,30,30,29,30,29,30,29,30,29,30
795,29,29,30,30,29,30,29,30,30,30,29,29
796,30,29,29,30,29,30,29,30,30,30,29,30
797,29,30,29,30,29,29,30,29,30,30,30,29
798,30,29,30,29,30,29,29,30,29,30,30,29
799,30,30,29,30,29,30,29,29,30,29,30,29
800,30,30,29,30,30,29,30,29,29,30,29,30
801,29,30,29,30,30,30,29,30,29,29,30,29
802,30,29,29,30,30,30,29,30,30,29,30,29
803,29,29,30,29,30,30,29,30,30,30,29,29
804,30,29,29,30,29,30,30,29,30,30,29,30
805,29,30,29,29,30,29,30,29,30,30,29,30
806,29,30,29,30,30,29,29,30,29,30,29,30
807,29,30,30,29,30,30,29,30,29,29,30,29
808,29,30,30,29,30,30,30,29,30,29,29,29
809,30,29,30,29,30,30,30,30,29,30,29,29
810,29,30,29,30,29,30,30,30,29,30,30,29
811,29,29,30,29,30,30,29,30,29,30,30,29
812,30,29,29,30,29,30,29,30,30,29,30,30
813,29,29,30,30,29,30,29,29,30,29,30,30
814,29,30,29,30,30,29,30,29,29,30,29,30
815,29,30,29,30,30,30,29,30,29,29,30,29
816,30,29,30,29,30,30,30,29,30,29,30,29
817,29,29,30,30,29,30,30,29,30,30,29,30
818,29,29,30,29,30,29,30,29,30,30,29,30
819,30,29,29,30,29,30,29,29,30,30,29,30
820,30,29,30,29,30,29,30,29,29,30,29,30
821,30,30,29,30,29,30,29,29,30,29,30,29
822,30,30,29,30,30,29,30,29,29,30,29,30
823,29,30,29,30,30,30,29,30,29,29,30,29
824,30,29,30,29,30,30,29,30,29,30,29,30
825,29,30,29,30,29,30,29,30,29,30,30,29
826,30,29,30,29,30,29,29,30,29,30,30,30
827,29,30,30,29,29,30,29,29,29,30,30,30
828,30,29,30,29,30,29,29,30,29,29,30,30
829,30,29,30,30,29,30,29,29,30,29,30,29
830,30,29,30,30,30,29,30,29,29,30,29,30
831,29,30,29,30,30,29,30,29,30,29,30,30
832,29,29,30,29,30,29,30,29,30,30,30,29
833,30,29,29,30,29,30,29,29,30,30,30,29
834,30,30,29,29,30,29,30,29,29,30,30,30
835,29,30,29,30,29,30,29,29,30,29,30,30
836,29,30,30,29,30,29,30,29,29,30,29,30
837,29,30,30,29,30,30,29,30,29,30,29,30
838,29,29,30,29,30,30,30,29,30,29,30,29
839,30,29,29,30,29,30,30,29,30,30,29,30
840,29,30,29,29,29,30,30,29,30,30,29,30
841,30,29,29,30,29,29,30,30,29,30,29,30
842,30,30,29,29,30,29,30,29,30,29,30,29
843,30,30,29,30,29,30,29,30,29,30,29,29
844,30,29,30,30,29,30,30,29,30,29,30,29
845,29,30,29,30,29,30,30,30,29,30,29,30
846,29,29,29,30,29,30,30,30,30,29,30,29
847,30,29,29,29,30,29,30,30,30,29,30,30
848,29,29,30,29,29,30,29,30,30,29,30,30
849,29,30,29,30,29,30,29,30,29,30,29,30
850,29,30,30,29,30,29,30,29,30,29,29,30
851,30,29,30,29,30,30,30,29,29,30,29,29
852,30,29,30,29,30,30,30,29,30,29,30,29
853,30,29,29,29,30,30,30,30,29,30,29,30
854,29,30,29,29,30,29,30,30,29,30,30,29
855,30,29,29,30,29,30,29,30,29,30,30,29
856,30,30,29,29,30,29,30,29,30,29,30,29
857,30,30,30,29,30,29,30,29,29,29,30,29
858,30,30,30,29,30,30,29,30,29,29,29,30
859,29,30,30,29,30,30,29,30,29,30,29,29
860,30,29,30,29,30,30,30,29,30,29,30,29
861,30,29,29,30,29,30,30,29,30,29,30,29
862,30,30,29,29,30,29,30,29,30,29,30,30
863,29,30,30,29,30,29,29,30,29,29,30,30
864,29,30,30,30,29,30,29,29,29,30,29,30
865,29,30,30,30,30,29,30,29,29,29,30,29
866,30,29,30,30,30,29,30,29,30,29,29,30
867,29,30,29,30,30,29,30,30,29,30,29,29
868,30,29,30,29,30,29,30,30,29,30,29,30
869,30,29,30,29,29,30,29,30,29,30,29,30
870,30,30,29,30,29,29,30,29,30,29,30,29
871,30,30,30,29,30,29,29,30,29,29,30,29
872,30,30,30,30,29,30,29,30,29,29,29,30
873,30,29,30,30,29,30,30,29,30,29,29,29
874,30,30,29,30,29,30,30,29,30,29,30,29
875,30,29,30,29,29,30,30,29,30,30,29,30
876,29,30,29,30,29,29,30,29,30,30,30,29
877,30,29,30,29,29,30,29,30,29,30,30,29
878,30,30,29,30,29,29,30,29,30,29,30,29
879,30,30,29,30,30,29,29,30,29,30,29,30
880,29,30,29,30,30,29,30,29,30,29,30,29
881,30,29,30,29,30,29,30,30,29,30,30,29
882,29,30,29,29,30,29,30,30,30,29,30,30
883,29,29,30,29,29,29,30,30,30,30,29,30
884,29,30,29,29,30,29,29,30,30,30,29,30
885,30,29,30,29,29,30,29,30,29,30,29,30
886,30,29,30,29,30,29,30,29,30,29,30,29
887,30,29,30,30,29,30,29,30,30,29,29,30
888,29,30,29,30,29,30,30,29,30,30,29,29
889,30,29,30,29,29,30,30,30,29,30,30,29
890,29,30,29,29,30,29,30,30,29,30,30,29
891,30,29,30,29,29,30,29,30,30,29,30,30
892,29,30,29,30,29,29,30,29,30,29,30,30
893,29,30,30,29,30,29,30,29,30,29,29,30
894,29,30,30,29,30,30,29,30,29,30,29,29
895,30,29,30,30,29,30,30,29,30,29,30,29
896,29,30,29,30,29,30,30,29,30,30,29,29
897,30,29,30,29,30,29,30,29,30,30,29,30
898,29,30,29,30,29,29,30,30,29,30,29,30
899,30,29,30,29,30,29,30,29,29,30,29,30
900,30,29,30,30,29,30,29,30,29,29,30,29
901,30,29,30,30,30,29,30,29,30,29,29,29
902,30,29,30,30,30,30,29,30,29,30,29,29
903,29,30,29,30,30,30,29,30,30,29,29,30
904,29,29,30,30,29,30,29,30,30,29,30,29
905,30,29,30,29,30,29,30,29,30,29,30,29
906,30,30,29,30,29,30,29,29,30,29,30,29
907,30,30,30,29,30,29,30,29,29,30,29,29
908,30,30,30,30,29,30,29,30,29,29,30,29
909,29,30,30,30,30,29,30,29,30,29,29,30
910,29,30,29,30,30,29,30,30,29,30,29,29
911,30,29,30,29,30,29,30,30,29,30,30,29
912,29,30,29,30,29,30,29,30,29,30,30,29
913,30,30,29,30,29,29,29,30,30,29,30,29
914,30,30,30,29,30,29,29,29,30,29,30,29
915,30,30,30,29,30,29,30,29,30,29,29,30
916,29,30,30,29,30,30,29,30,29,30,29,29
917,30,29,30,29,30,30,29,30,30,29,30,29
918,29,30,29,30,29,30,29,30,30,29,30,30
919,29,30,29,29,30,29,29,30,30,29,30,30
920,30,29,30,29,29,29,30,29,30,29,30,30
921,30,30,29,30,29,29,29,30,29,30,29,30
922,30,30,29,30,29,30,29,29,30,29,30,29
923,30,30,29,30,30,29,29,30,29,30,29,30
924,29,30,29,30,30,29,30,29,30,30,29,30
925,29,29,30,29,30,29,30,29,30,30,30,29
926,30,29,29,30,29,29,30,29,30,30,30,30
927,29,30,29,29,30,29,29,30,29,30,30,30
928,29,30,30,29,29,30,29,29,30,30,29,30
929,29,30,30,30,29,29,30,29,30,29,30,29
930,30,29,30,30,29,30,29,30,29,30,29,30
931,29,29,30,30,29,30,30,29,30,29,30,29
932,30,29,29,30,29,30,30,29,30,30,29,30
933,29,29,30,29,30,29,30,29,30,30,30,29
934,30,29,29,30,29,30,29,30,29,30,30,29
935,30,30,29,30,29,29,30,29,30,29,30,29
936,30,30,29,30,30,29,29,30,29,30,29,30
937,29,30,29,30,30,30,29,30,29,29,30,29
938,29,30,29,30,30,30,29,30,30,29,29,30
939,29,29,29,30,30,30,29,30,30,29,30,29
940,29,30,29,29,30,30,29,30,30,30,29,30
941,29,29,30,29,30,29,30,29,30,30,29,30
942,29,30,29,30,29,30,29,30,29,30,29,30
943,29,30,30,29,30,30,29,29,30,29,30,29
944,29,30,30,30,29,30,30,29,29,30,29,29
945,30,29,30,30,30,29,30,30,29,29,30,29
946,29,30,29,30,30,29,30,30,29,30,29,30
947,29,29,30,29,30,29,30,30,29,30,30,29
948,30,29,29,30,29,30,29,30,29,30,30,30
949,29,30,29,30,29,30,29,29,30,29,30,30
950,29,30,29,30,30,29,30,29,29,30,29,30
951,29,30,30,30,29,30,29,30,29,29,30,29
952,30,29,30,30,29,30,30,29,29,30,29,30
953,29,29,30,30,29,30,30,29,30,29,30,29
954,30,29,29,30,30,29,30,29,30,30,29,30
955,29,30,29,30,29,29,30,29,30,30,29,30
956,30,29,30,29,30,29,29,30,29,30,29,30
957,30,30,29,30,29,30,29,29,29,30,29,30
958,30,30,29,30,30,29,30,29,29,29,30,29
959,30,30,29,30,30,30,29,29,30,29,30,29
960,30,29,30,29,30,30,29,30,29,30,29,30
961,29,30,29,30,29,30,29,30,29,30,30,29
962,30,29,30,29,29,30,29,30,29,30,30,30
963,29,30,29,30,29,29,30,29,29,30,30,30
964,30,29,30,29,30,29,29,30,29,29,30,30
965,30,29,30,30,29,30,29,29,30,29,30,29
966,30,29,30,30,30,29,30,29,29,30,29,30
967,29,30,29,30,30,29,30,29,30,29,30,30
968,29,29,30,29,30,29,30,29,30,30,30,29
969,30,29,29,30,29,30,29,30,29,30,30,29
970,30,30,29,29,30,29,29,30,29,30,30,30
971,29,30,29,30,29,30,29,29,30,29,30,30
972,29,30,30,29,30,29,30,29,29,30,29,30
973,29,30,30,29,30,30,29,30,29,29,30,29
974,30,29,30,29,30,30,30,29,30,29,30,29
975,29,30,29,29,30,30,30,29,30,30,29,30
976,29,29,30,29,29,30,30,29,30,30,29,30
977,30,29,29,29,30,29,30,29,30,30,30,29
978,30,29,30,29,29,30,29,30,29,30,30,29
979,30,29,30,29,30,30,29,30,29,29,30,29
980,30,29,30,30,29,30,30,29,30,29,29,30
981,29,30,29,30,29,30,30,30,29,30,29,29
982,30,29,29,30,29,30,30,30,30,29,30,29
983,29,30,29,29,30,29,30,30,30,29,30,30
984,29,29,30,29,29,30,29,30,30,29,30,30
985,29,30,29,30,29,30,29,30,29,29,30,30
986,30,29,30,29,30,29,30,29,30,29,29,30
987,30,29,30,29,30,30,29,30,29,29,30,29
988,30,29,30,29,30,30,30,29,30,29,30,29
989,29,30,29,30,29,30,30,30,29,30,29,30
990,29,29,30,29,30,29,30,30,29,30,29,30
991,30,29,29,30,29,30,29,30,29,30,30,29
992,30,30,29,29,30,29,30,29,30,29,30,29
993,30,30,30,29,29,30,29,30,29,29,30,29
994,30,30,30,29,30,30,29,29,30,29,29,30
995,29,30,30,29,30,30,29,30,29,30,29,29
996,30,29,30,29,30,30,30,29,30,29,29,30
997,29,30,29,30,29,30,30,29,30,29,30,29
998,30,29,30,29,30,29,30,29,30,29,30,30
999,29,30,30,29,29,30,29,29,30,29,30,30
1000,29,30,30,30,29,29,30,29,29,30,29,30
1001,29,30,30,30,30,29,29,30,29,29,29,30
1002,30,29,30,30,30,29,30,29,30,29,29,30
1003,29,30,29,30,30,29,30,30,29,29,30,29
1004,30,29,30,29,30,29,30,30,29,30,29,30
1005,30,29,30,29,29,30,29,30,29,30,30,29
1006,30,30,29,30,29,29,30,29,30,29,30,29
1007,30,30,30,29,30,29,29,30,29,29,30,30
1008,29,30,30,30,29,29,30,29,30,29,29,30
1009,30,29,30,30,29,30,29,30,29,30,29,29
1010,30,29,30,30,29,30,30,29,30,29,30,29
1011,30,29,29,30,29,30,30,29,30,30,29,30
1012,29,30,29,29,30,29,30,29,30,30,30,29
1013,30,29,30,29,29,29,30,30,29,30,30,29
1014,30,30,29,30,29,29,30,29,30,29,30,29
1015,30,30,30,29,29,30,29,30,29,30,29,30
1016,29,30,29,30,30,29,30,29,30,29,30,29
1017,29,30,29,30,30,29,30,30,29,30,29,30
1018,29,29,30,29,30,29,30,30,30,29,30,29
1019,30,29,29,30,29,29,30,30,30,30,29,30
1020,29,30,29,29,29,30,29,30,30,30,29,30
1021,30,29,30,29,29,29,30,29,30,30,29,30
1022,30,29,30,29,30,29,30,29,30,29,30,29
1023,30,29,30,30,29,30,29,30,29,30,29,30
1024,29,30,29,30,29,30,30,30,29,30,29,29
1025,30,29,29,30,29,30,30,30,29,30,29,30
1026,29,30,29,29,30,29,30,30,29,30,30,29
1027,30,29,30,29,29,30,29,30,29,30,30,30
1028,29,30,29,30,29,29,30,29,30,29,30,30
1029,29,30,30,29,30,29,29,30,29,30,29,30
1030,29,30,30,30,29,30,29,30,29,29,30,29
1031,29,30,30,30,29,30,30,29,30,29,29,30
1032,29,29,30,30,29,30,30,29,30,30,29,29
1033,29,30,29,30,29,30,30,29,30,30,29,30
1034,29,30,29,30,29,29,30,29,30,30,29,30
1035,29,30,30,29,30,29,29,30,29,30,29,30
1036,29,30,30,30,29,30,29,29,30,29,29,30
1037,29,30,30,30,30,29,30,29,29,30,29,29
1038,30,29,30,30,30,30,29,30,29,29,30,29
1039,29,30,29,30,30,30,29,30,30,29,29,30
1040,29,29,30,29,30,30,29,30,30,29,30,29
1041,29,30,30,29,29,30,29,30,30,29,30,29
1042,30,30,29,30,29,29,30,29,30,29,30,29
1043,30,30,30,29,30,29,30,29,29,30,29,30
1044,29,30,30,30,29,30,29,30,29,29,30,29
1045,29,30,30,30,29,30,30,29,30,29,29,30
1046,29,29,30,30,29,30,30,30,29,30,29,29
1047,30,29,30,29,30,29,30,30,29,30,30,29
1048,29,30,29,30,29,30,29,30,29,30,30,29
1049,30,29,30,29,30,29,29,30,29,30,30,30
1050,29,30,30,29,29,30,29,29,30,29,30,30
1051,29,30,30,29,30,29,30,29,29,30,29,30
1052,29,30,30,29,30,30,29,29,30,29,30,29
1053,30,29,30,29,30,30,29,30,29,30,30,29
1054,29,30,29,30,29,30,29,30,30,29,30,30
1055,29,29,30,29,29,30,29,30,30,29,30,30
1056,30,29,29,30,29,29,30,29,30,29,30,30
1057,30,29,30,29,30,29,29,29,30,30,29,30
1058,30,30,29,30,29,30,29,29,30,29,30,29
1059,30,30,29,30,30,29,29,30,29,30,29,30
1060,29,30,29,30,30,29,30,29,30,30,29,29
1061,30,29,30,29,30,29,30,29,30,30,30,29
1062,30,29,29,30,29,29,30,29,30,30,30,30
1063,29,30,29,29,30,29,29,30,29,30,30,30
1064,29,30,30,29,29,30,29,29,30,30,29,30
